"fecha";"region";"servicio.salud";"r.estimado";"r.liminf";"r.lisup"
"2020-06-08";9;91011;0.895253998947628;0.69934163812832;1.09116635976694
"2020-06-09";9;91011;0.893980644743023;0.690111077726178;1.09785021175987
"2020-06-10";9;91011;0.906767173701064;0.69378767586517;1.11974667153696
"2020-06-11";9;91011;0.917593076035276;0.703981845499442;1.13120430657111
"2020-06-12";9;91011;0.919440156431404;0.706596682289208;1.1322836305736
"2020-06-13";9;91011;0.904850182831265;0.704052499455047;1.10564786620748
"2020-06-14";9;91011;0.90231238893664;0.703108086485387;1.10151669138789
"2020-06-15";9;91011;0.899057520287002;0.693093545005953;1.10502149556805
"2020-06-16";9;91011;0.887763865299134;0.678169135037653;1.09735859556062
"2020-06-17";9;91011;0.858516038516524;0.642994687004353;1.0740373900287
"2020-06-18";9;91011;0.852324865668234;0.637047932156663;1.06760179917981
"2020-06-19";9;91011;0.842988944031676;0.622061741479909;1.06391614658344
"2020-06-20";9;91011;0.859944627687784;0.638120161408454;1.08176909396711
"2020-06-21";9;91011;0.885433807578291;0.666057564893376;1.10481005026321
"2020-06-22";9;91011;0.922121487339961;0.687256797570541;1.15698617710938
"2020-06-23";9;91011;0.962217387512631;0.715108628512931;1.20932614651233
"2020-06-24";9;91011;1.00650663880046;0.749360757067572;1.26365252053334
"2020-06-25";9;91011;1.03053145959088;0.778181599523355;1.28288131965841
"2020-06-26";9;91011;1.05363067037782;0.805160319342058;1.30210102141357
"2020-06-27";9;91011;1.05067016447333;0.803920002437524;1.29742032650913
"2020-06-28";9;91011;1.06236221535784;0.815836327261547;1.30888810345413
"2020-06-29";9;91011;1.03168091011383;0.786351665573939;1.27701015465373
"2020-06-30";9;91011;1.00553639617233;0.757590024079407;1.25348276826526
"2020-07-01";9;91011;0.972769515163217;0.72382309377514;1.22171593655129
"2020-07-02";9;91011;0.945732744633034;0.711198209034975;1.18026728023109
"2020-07-03";9;91011;0.929825807002319;0.698732145781035;1.1609194682236
"2020-07-04";9;91011;0.939375115968834;0.702790184332227;1.17596004760544
"2020-07-05";9;91011;0.920802074739156;0.685322823186485;1.15628132629183
"2020-07-06";9;91011;0.915845251713268;0.675932038335202;1.15575846509133
"2020-07-07";9;91011;0.906611114989378;0.665924530146674;1.14729769983208
"2020-07-08";9;91011;0.892603007511647;0.65594082257238;1.12926519245091
"2020-07-09";9;91011;0.88727457188202;0.656577080960019;1.11797206280402
"2020-07-10";9;91011;0.872188575308665;0.64393410483812;1.10044304577921
"2020-07-11";9;91011;0.871898460979953;0.642970060332547;1.10082686162736
"2020-07-12";9;91011;0.881095075668208;0.644049957402467;1.11814019393395
"2020-07-13";9;91011;0.887368713328185;0.623850372932639;1.15088705372373
"2020-07-14";9;91011;0.916493225930482;0.637907937413099;1.19507851444787
"2020-07-15";9;91011;0.959770028128066;0.665487645245157;1.25405241101098
"2020-07-16";9;91011;1.00555360287343;0.716738646467186;1.29436855927967
"2020-07-17";9;91011;1.0463508382514;0.755422586004467;1.33727909049834
"2020-07-18";9;91011;1.08542229378234;0.78979576569218;1.3810488218725
"2020-07-19";9;91011;1.13200546819221;0.841731686650365;1.42227924973406
"2020-07-20";9;91011;1.18221653316967;0.868180033869633;1.4962530324697
"2020-07-21";9;91011;1.20541579559921;0.882349588671143;1.52848200252728
"2020-07-22";9;91011;1.21037579978168;0.882971549683806;1.53778004987956
"2020-07-23";9;91011;1.23924881920931;0.904194257146047;1.57430338127257
"2020-07-24";9;91011;1.22317992206828;0.89279378058255;1.55356606355401
"2020-07-25";9;91011;1.18706377111971;0.877275484972336;1.49685205726708
"2020-07-26";9;91011;1.12671069171185;0.84427520162932;1.40914618179438
"2020-07-27";9;91011;1.0885008047359;0.825290402535215;1.35171120693658
"2020-07-28";9;91011;1.06902415925353;0.816212586039431;1.32183573246763
