"fecha";"r.estimado";"r.liminf";"r.lisup"
"2020-12-11";1.08009085265736;1.03721772501862;1.1229639802961
"2020-12-12";1.08722881012484;1.04304559378051;1.13141202646917
"2020-12-13";1.09673116286026;1.05131247577492;1.14214984994561
"2020-12-14";1.10491107141879;1.05546238347346;1.15435975936411
"2020-12-15";1.13194189780445;1.07866162645235;1.18522216915655
"2020-12-16";1.11447054222175;1.0544881496064;1.17445293483711
"2020-12-17";1.09793457037825;1.03967441287531;1.15619472788118
"2020-12-18";1.08901640763577;1.03589400184976;1.14213881342177
"2020-12-19";1.07977041150593;1.03124709217035;1.1282937308415
"2020-12-20";1.07880595782213;1.03426879971633;1.12334311592792
"2020-12-21";1.08613888058163;1.04258326909894;1.12969449206433
"2020-12-22";1.08401592248181;1.03994656262626;1.12808528233736
"2020-12-23";1.08804265228575;1.04388168588678;1.13220361868472
"2020-12-24";1.07925292822805;1.03528625683402;1.12321959962208
"2020-12-25";1.06098569789638;1.01881872144967;1.10315267434309
"2020-12-26";1.09363099898088;1.05512570433766;1.13213629362411
"2020-12-27";1.12162460812478;1.07768823001027;1.16556098623929
"2020-12-28";1.16395058960315;1.10920242583616;1.21869875337014
"2020-12-29";1.17520311053727;1.10482483283799;1.24558138823655
"2020-12-30";1.18059931393144;1.10086317268859;1.26033545517429
"2020-12-31";1.17258325612683;1.08855026797272;1.25661624428094
"2021-01-01";1.17383078556768;1.09004935879087;1.25761221234449
"2021-01-02";1.16837808910436;1.08519390723414;1.25156227097458
"2021-01-03";1.16023434349079;1.07942211875447;1.24104656822711
"2021-01-04";1.18159911351326;1.10237372660313;1.26082450042338
"2021-01-05";1.19133011189987;1.10748325086661;1.27517697293313
"2021-01-06";1.19900983019764;1.1105335095686;1.28748615082669
"2021-01-07";1.21543256216074;1.12215429552169;1.30871082879978
"2021-01-08";1.23296077508615;1.13270334986584;1.33321820030646
"2021-01-09";1.18784632920736;1.0841477404945;1.29154491792022
"2021-01-10";1.12805811990563;1.03831097621626;1.217805263595
"2021-01-11";1.07301544157193;1.00469363507633;1.14133724806754
"2021-01-12";1.01932357359319;0.970637972524497;1.06800917466188
"2021-01-13";0.969870540791919;0.929744098316725;1.00999698326711
