"fecha";"region";"media.estimado";"media.linf";"media.lsup"
2020-06-14;11;13.066410382878;10.2132023393531;16.009049149878
2020-06-21;11;13.0004949833239;10.5021057473636;15.600460411936
2020-06-28;11;11.2778028363767;8.69942418367316;14.1010193281602
2020-07-05;11;13.5189535006189;10.6141747887004;16.475562949807
2020-07-12;11;10.6921515264962;8.18422261751528;13.4594461189161
2020-07-19;11;11.6955007464917;8.96119119193939;14.6184828249192
2020-07-26;11;9.49903037245304;5.54305723469533;14.6770113346622
2020-08-02;11;11.5938886707132;7.10181053758276;17.0326020443121
2020-08-09;11;7.70231287485385;2.16796862816028;17.5157612920542
2020-08-16;11;11.8023508741462;3.95813301120053;21.2005242354277
2020-03-08;12;15.0351057783151;13.3427200026148;16.7562627857885
2020-03-15;12;15.0351057783151;13.3427200026148;16.7562627857885
2020-03-22;12;15.1297790856657;13.4739318835676;16.8718038095977
2020-03-29;12;15.5038475241422;13.9360424177256;17.0969089920446
2020-04-05;12;10.4716544016891;9.2131892831514;11.8489861237249
2020-04-12;12;9.56091519968544;8.40731477616245;10.828165466798
2020-04-19;12;8.09401207886793;6.93301947037113;9.38750564892752
2020-04-26;12;12.9163428759569;11.1387237837287;14.7923709173427
2020-05-03;12;7.22636728610976;6.17241425775612;8.4154955492767
2020-05-10;12;8.21405482713029;6.72695651086112;9.86941830126998
2020-05-17;12;8.68297160734055;7.17690656724712;10.4015656226419
2020-05-24;12;8.76307689496245;7.25832815650867;10.4695728823097
2020-05-31;12;8.97729157062086;6.9350112163395;11.2984240016737
2020-06-07;12;9.36758739341716;7.50912937379021;11.4252432671445
2020-06-14;12;4.45972133958559;3.45936885648777;5.62583921937524
2020-06-21;12;5.74744692764895;4.51567536249829;7.17648145703674
2020-06-28;12;6.13045144014798;4.87257643539485;7.58998472679457
2020-07-05;12;7.16663942295498;5.53383571871344;9.01766618922801
2020-07-12;12;6.31018802381166;4.95582753944522;7.85391215064565
2020-07-19;12;8.1268981789718;6.60405870745853;9.82880974981454
2020-07-26;12;6.39515273496922;5.1447386361155;8.38736034060369
2020-08-02;12;7.97197577838845;5.24204484691162;11.9206628209804
2020-08-09;12;4.3354813540578;2.87414842060269;8.74421085244481
2020-08-16;12;6.07093054277877;2.64076713836779;12.8597410477357
2020-03-08;13;15.8535967565094;15.0329877571145;16.682584060428
2020-03-15;13;15.8535967565094;15.0329877571145;16.682584060428
2020-03-22;13;13.4840554536472;12.9248880596158;14.0525212568231
2020-03-29;13;11.5848757026803;11.0135849671799;12.1693929382793
2020-04-05;13;10.7950965704855;10.2743615025991;11.3279668469211
2020-04-12;13;9.14821839782857;8.69684217655766;9.61240483794678
2020-04-19;13;7.74043522418888;7.42160848391057;8.0709028122994
2020-04-26;13;7.58938057515053;7.38552012085893;7.80252379502358
2020-05-03;13;8.08837788970466;7.95337139640117;8.22411904171855
2020-05-10;13;8.52433382389787;8.43494471581667;8.61452274139526
2020-05-17;13;8.77452933884186;8.70526668311935;8.84452280103917
2020-05-24;13;8.44868372046724;8.3909097330222;8.50681610479224
2020-05-31;13;7.54272730955695;7.48802167793173;7.59755275036706
2020-06-07;13;6.90981338816052;6.85035439927331;6.97114191032083
2020-06-14;13;5.75595660518903;5.70275561965866;5.80997329445155
2020-06-21;13;5.35969259003334;5.30300240674632;5.41716113615997
2020-06-28;13;4.90681902352078;4.84323693413959;4.97183899204802
2020-07-05;13;4.9556024119345;4.88205629897943;5.03121671825328
2020-07-12;13;4.69959462247474;4.61535500186516;4.78649978028737
2020-07-19;13;4.74732251232411;4.65135315713771;4.84547856659771
2020-07-26;13;5.12654013445536;4.47279218354596;6.7123453324891
2020-08-02;13;6.37084285776939;4.918520116645;8.59266341965093
2020-08-09;13;4.16466450499877;3.76387168395113;6.05271807220227
2020-08-16;13;4.6194389928779;2.85106821412674;9.31714481217542
2020-03-08;14;15.0278480504977;13.2666626064168;16.8332915780715
2020-03-15;14;15.0278480504977;13.2666626064168;16.8332915780715
2020-03-22;14;15.2322229595475;13.3050767339956;17.2346226250905
2020-03-29;14;13.0153539051712;11.2587661893182;14.9401235860902
2020-04-05;14;17.8318729890396;15.4465342399984;20.1751112167564
2020-04-12;14;19.6607255503879;17.0909570421475;22.0891404535791
2020-04-19;14;14.4825793431497;11.9009986988826;17.1519058260789
2020-04-26;14;13.0426829980823;10.5175985997849;15.7773075406561
2020-05-03;14;11.8616071390938;9.36826870307226;14.5396453529452
2020-05-10;14;12.6717729526473;10.0065815664074;15.4875957985796
2020-05-17;14;10.2616373860387;8.4399729327066;12.2477693504274
2020-05-24;14;7.23713956264932;6.02548628765474;8.60469896536023
2020-05-31;14;7.67471525584592;6.28742821706368;9.27098852089364
2020-06-07;14;6.70198962180332;5.50317222690519;8.10824108005453
2020-06-14;14;6.44226201781077;5.35776824602082;7.68001066301954
2020-06-21;14;6.77494761036406;5.53947046685438;8.21688945477181
2020-06-28;14;6.89053224723668;5.48748526478334;8.54015637039239
2020-07-05;14;7.93572338018008;6.32975147051495;9.81327497523541
2020-07-12;14;7.15588271951585;5.79960840860746;8.74593669805784
2020-07-19;14;6.41512723699202;5.04149834842251;8.04291542471077
2020-07-26;14;6.15402292500928;4.07678439032074;9.95841549342495
2020-08-02;14;7.38435988177528;4.90306003073293;10.8511260178462
2020-08-09;14;6.22522300606171;2.43893509840283;16.0110659295403
2020-08-16;14;5.93839374547443;2.41540009575475;11.9163179291695
2020-03-08;15;15.262841937439;13.4742334425107;17.0749411341122
2020-03-15;15;15.262841937439;13.4742334425107;17.0749411341122
2020-03-22;15;14.7991614664837;11.9296270854814;17.7966461464143
2020-03-29;15;13.4083971813748;11.4349131781756;15.4975754627531
2020-04-05;15;11.4710476478012;9.75047797626225;13.3509900026812
2020-04-12;15;12.0509958612383;10.0059344049427;14.2192080921561
2020-04-19;15;13.5807350860981;11.3035972235375;15.9698982664444
2020-04-26;15;14.8926460281887;12.5930350201221;17.2262154733555
2020-05-03;15;15.3448691378544;12.9489290204048;17.7779195538764
2020-05-10;15;11.4260416488242;9.32756000786797;13.705104968637
2020-05-17;15;8.54922930186582;7.24097339893536;10.0049245080013
