"fecha";"region";"provincia";"r.estimado";"r.liminf";"r.lisup"
"2020-06-27";5;58;0.900839566911714;0.739977965154248;1.06170116866918
"2020-06-28";5;58;0.903623528459342;0.74013534749343;1.06711170942525
"2020-06-29";5;58;0.889401992191839;0.724411579126432;1.05439240525725
"2020-06-30";5;58;0.927108166698577;0.753439301833039;1.10077703156411
"2020-07-01";5;58;0.975654864323946;0.795227450345573;1.15608227830232
"2020-07-02";5;58;1.00614487733267;0.823605308422586;1.18868444624275
"2020-07-03";5;58;1.0340826566649;0.853334896798903;1.21483041653091
"2020-07-04";5;58;1.01963044879705;0.842355611867066;1.19690528572704
"2020-07-05";5;58;1.00737951939376;0.834622250096907;1.18013678869061
"2020-07-06";5;58;1.00025919476333;0.827834617031427;1.17268377249523
"2020-07-07";5;58;0.955006169317109;0.789689462589235;1.12032287604498
"2020-07-08";5;58;0.88897511130968;0.7304038912221;1.04754633139726
"2020-07-09";5;58;0.835676841177232;0.672853710466024;0.998499971888441
"2020-07-10";5;58;0.805065508433364;0.632794162173068;0.97733685469366
"2020-07-11";5;58;0.792816568866521;0.617121846829045;0.968511290903996
"2020-07-12";5;58;0.796185510257297;0.614803928962599;0.977567091551994
"2020-07-13";5;58;0.799354266408763;0.608219672511791;0.990488860305735
"2020-07-14";5;58;0.806294186550427;0.611928276272619;1.00066009682824
"2020-07-15";5;58;0.853922773145301;0.653995855535935;1.05384969075467
"2020-07-16";5;58;0.887479965802508;0.683008214895599;1.09195171670942
"2020-07-17";5;58;0.900567217168164;0.698979870574287;1.10215456376204
"2020-07-18";5;58;0.912569309198976;0.716205031398684;1.10893358699927
"2020-07-19";5;58;0.919163966688287;0.725126734274915;1.11320119910166
"2020-07-20";5;58;0.933132381366894;0.739899085580415;1.12636567715337
"2020-07-21";5;58;0.944539907623049;0.744455941660913;1.14462387358518
"2020-07-22";5;58;0.931106575139022;0.731530342000785;1.13068280827726
"2020-07-23";5;58;0.936998397773463;0.732460606715513;1.14153618883141
"2020-07-24";5;58;0.943995376794457;0.733251342657321;1.15473941093159
"2020-07-25";5;58;0.958794061413787;0.751967840782888;1.16562028204469
